ᵃ	https://forum.nasaspaceflight.com/index.php?topic=50049.0
ᵇ	assumes heat shield is 10Mg, legs are 5Mg, flaps are 15Mg as per ᵃ
ᶜ	https://www.youtube.com/watch?v=XC3dwEVxYEM
ᵈ	assumes the entire habitable volume is converted to fuel, given a propellant density of 0.8Mg/m³ᵉ
ᵉ	calculated from propellant density and super heavy block 3 volume of 4600m³
ᶠ	assumes diameter of 9m and height of 72.3m, from ᵍ
ᵍ	https://en.wikipedia.org/wiki/SpaceX_Starship
ʰ	scaled by number of engines
ⁱ	https://en.wikipedia.org/wiki/SpaceX_Merlin
ʲ	https://x.com/elonmusk/status/1107369149431341057
ᵏ	https://x.com/blueorigin/status/1552659712876748800/video/1
ˡ	http://www.braeunig.us/space/specs/lm.htm
ʲ	https://forum.nasaspaceflight.com/index.php?topic=47916.msg1950304#msg1950304
